Date,Nutrient,Quantity,Unit
2024-12-05,Calories,340,Cals
2024-12-05,Added Sugars,68.016,g
2024-12-05,Carbs,74.55600000000001,g
2024-12-05,Fats,1.1118000000000001,g
2024-12-05,Protein,1.7004000000000001,g
2024-12-05,Fiber,15.696,g
2024-12-05,Carbohydrates,90.25200000000001,g
2024-12-05,Cholesterol,0.0,g
2024-12-05,Sodium,6.54,mg
2024-12-05,Calories,1,Cals
2024-12-05,Added Sugars,0.20800000000000002,g
2024-12-05,Carbs,0.22800000000000004,g
2024-12-05,Fats,0.0034000000000000002,g
2024-12-05,Protein,0.005200000000000001,g
2024-12-05,Fiber,0.048,g
2024-12-05,Carbohydrates,0.276,g
2024-12-05,Cholesterol,0.0,g
2024-12-05,Sodium,0.02,mg


2024-12-06,Calories,258,Cals
2024-12-06,Added Sugars,0.0,g
2024-12-06,Carbs,0,g
2024-12-06,Fats,17.916898615000004,g
2024-12-06,Protein,22.679618500000004,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,0.0,g
2024-12-06,Cholesterol,70.30681735,mg
2024-12-06,Sodium,39.689332375000006,mg
2024-12-06,Calories,2102,Cals
2024-12-06,Added Sugars,0.0,g
2024-12-06,Carbs,0,g
2024-12-06,Fats,145.67600000000002,g
2024-12-06,Protein,184.4,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,0.0,g
2024-12-06,Cholesterol,571.64,mg
2024-12-06,Sodium,322.70000000000005,mg
2024-12-06,Calories,20,Cals
2024-12-06,Added Sugars,0.0,g
2024-12-06,Carbs,0,g
2024-12-06,Fats,1.422,g
2024-12-06,Protein,1.7999999999999998,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,0.0,g
2024-12-06,Cholesterol,5.58,mg
2024-12-06,Sodium,3.15,mg
2024-12-06,Calories,86,Cals
2024-12-06,Added Sugars,7.1582545890625,g
2024-12-06,Carbs,6.8038855499999995,g
2024-12-06,Fats,4.6067975078125,g
2024-12-06,Protein,4.4650498921874995,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,6.8038855499999995,g
2024-12-06,Cholesterol,14.1747615625,mg
2024-12-06,Sodium,60.95147471875,mg
2024-12-06,Calories,1488,Cals
2024-12-06,Added Sugars,123.22000000000001,g
2024-12-06,Carbs,117.12,g
2024-12-06,Fats,79.30000000000001,g
2024-12-06,Protein,76.86,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,117.12,g
2024-12-06,Cholesterol,244.00000000000003,mg
2024-12-06,Sodium,1049.2,mg
2024-12-06,Calories,6,Cals
2024-12-06,Added Sugars,0.505,g
2024-12-06,Carbs,0.48,g
2024-12-06,Fats,0.325,g
2024-12-06,Protein,0.315,g
2024-12-06,Fiber,0.0,g
2024-12-06,Carbohydrates,0.48,g
2024-12-06,Cholesterol,1.0,mg
2024-12-06,Sodium,4.3,mg

2024-12-07,Calories,68,Cals
2024-12-07,Added Sugars,15.535538672500001,g
2024-12-07,Carbs,15.195344395000003,g
2024-12-07,Fats,0.4309127515000001,g
2024-12-07,Protein,0.9298643585,g
2024-12-07,Fiber,1.8143694800000003,g
2024-12-07,Carbohydrates,17.009713875000003,g
2024-12-07,Cholesterol,0.0,g
2024-12-07,Sodium,1.1339809250000001,mg
2024-12-07,Calories,495,Cals
2024-12-07,Added Sugars,113.02499999999999,g
2024-12-07,Carbs,110.55,g
2024-12-07,Fats,3.1350000000000002,g
2024-12-07,Protein,6.765,g
2024-12-07,Fiber,13.200000000000001,g
2024-12-07,Carbohydrates,123.75,g
2024-12-07,Cholesterol,0.0,g
2024-12-07,Sodium,8.25,mg
2024-12-07,Calories,6,Cals
2024-12-07,Added Sugars,1.37,g
2024-12-07,Carbs,1.3399999999999999,g
2024-12-07,Fats,0.038000000000000006,g
2024-12-07,Protein,0.082,g
2024-12-07,Fiber,0.16000000000000003,g
2024-12-07,Carbohydrates,1.5,g
2024-12-07,Cholesterol,0.0,g
2024-12-07,Sodium,0.1,mg
2024-12-07,Calories,81,Cals
2024-12-07,Added Sugars,0.209786471125,g
2024-12-07,Carbs,0.408233133,g
2024-12-07,Fats,5.392079298375,g
2024-12-07,Protein,7.144079827500001,g
2024-12-07,Fiber,0.0,g
2024-12-07,Carbohydrates,0.408233133,g
2024-12-07,Cholesterol,210.92045205000002,mg
2024-12-07,Sodium,80.51264567500002,mg

2024-12-08,Calories,347,Cals
2024-12-08,Added Sugars,0.8991,g
2024-12-08,Carbs,1.7496,g
2024-12-08,Fats,23.1093,g
2024-12-08,Protein,30.618000000000002,g
2024-12-08,Fiber,0.0,g
2024-12-08,Carbohydrates,1.7496,g
2024-12-08,Cholesterol,903.96,mg
2024-12-08,Sodium,345.06,mg
2024-12-08,Calories,2,Cals
2024-12-08,Added Sugars,0.0074,g
2024-12-08,Carbs,0.0144,g
2024-12-08,Fats,0.1902,g
2024-12-08,Protein,0.252,g
2024-12-08,Fiber,0.0,g
2024-12-08,Carbohydrates,0.0144,g
2024-12-08,Cholesterol,7.44,mg
2024-12-08,Sodium,2.84,mg
2024-12-08,Calories,955,Cals
2024-12-08,Added Sugars,32.03496113125,g
2024-12-08,Carbs,197.31268095000001,g
2024-12-08,Fats,4.25242846875,g
2024-12-08,Protein,31.1844754375,g
2024-12-08,Fiber,33.452437287500004,g
2024-12-08,Carbohydrates,230.76511823750002,g
2024-12-08,Cholesterol,0.0,g
2024-12-08,Sodium,824.9711229375,mg
2024-12-08,Calories,1348,Cals
2024-12-08,Added Sugars,45.2,g
2024-12-08,Carbs,278.40000000000003,g
2024-12-08,Fats,6.0,g
2024-12-08,Protein,44.0,g
2024-12-08,Fiber,47.2,g
2024-12-08,Carbohydrates,325.6,g
2024-12-08,Cholesterol,0.0,g
2024-12-08,Sodium,1164.0,mg
2024-12-08,Calories,16,Cals
2024-12-08,Added Sugars,0.5650000000000001,g
2024-12-08,Carbs,3.4800000000000004,g
2024-12-08,Fats,0.07500000000000001,g
2024-12-08,Protein,0.55,g
2024-12-08,Fiber,0.5900000000000001,g
2024-12-08,Carbohydrates,4.07,g
2024-12-08,Cholesterol,0.0,g
2024-12-08,Sodium,14.55,mg

2024-12-09,Calories,426,Cals
2024-12-09,Added Sugars,0.0,g
2024-12-09,Carbs,0,g
2024-12-09,Fats,29.965445943125,g
2024-12-09,Protein,36.91107910875001,g
2024-12-09,Fiber,0.0,g
2024-12-09,Carbohydrates,0.0,g
2024-12-09,Cholesterol,148.83499640625,mg
2024-12-09,Sodium,138.9126633125,mg
2024-12-09,Calories,3010,Cals
2024-12-09,Added Sugars,0.0,g
2024-12-09,Carbs,0,g
2024-12-09,Fats,211.4,g
2024-12-09,Protein,260.40000000000003,g
2024-12-09,Fiber,0.0,g
2024-12-09,Carbohydrates,0.0,g
2024-12-09,Cholesterol,1050.0,mg
2024-12-09,Sodium,980.0,mg
2024-12-09,Calories,8,Cals
2024-12-09,Added Sugars,0.0,g
2024-12-09,Carbs,0,g
2024-12-09,Fats,0.604,g
2024-12-09,Protein,0.7440000000000001,g
2024-12-09,Fiber,0.0,g
2024-12-09,Carbohydrates,0.0,g
2024-12-09,Cholesterol,3.0,mg
2024-12-09,Sodium,2.8000000000000003,mg

2024-12-10,Calories,589,Cals
2024-12-10,Added Sugars,0.0,g
2024-12-10,Carbs,0,g
2024-12-10,Fats,37.9883609875,g
2024-12-10,Protein,57.833027175,g
2024-12-10,Fiber,0.0,g
2024-12-10,Carbohydrates,0.0,g
2024-12-10,Cholesterol,155.9223771875,mg
2024-12-10,Sodium,167.2621864375,mg
2024-12-10,Calories,4118,Cals
2024-12-10,Added Sugars,0.0,g
2024-12-10,Carbs,0,g
2024-12-10,Fats,265.32,g
2024-12-10,Protein,403.91999999999996,g
2024-12-10,Fiber,0.0,g
2024-12-10,Carbohydrates,0.0,g
2024-12-10,Cholesterol,1089.0,mg
2024-12-10,Sodium,1168.2,mg
2024-12-10,Calories,14,Cals
2024-12-10,Added Sugars,0.0,g
2024-12-10,Carbs,0,g
2024-12-10,Fats,0.9380000000000002,g
2024-12-10,Protein,1.428,g
2024-12-10,Fiber,0.0,g
2024-12-10,Carbohydrates,0.0,g
2024-12-10,Cholesterol,3.8500000000000005,mg
2024-12-10,Sodium,4.130000000000001,mg2024-12-04,Calories,73,Cals
2024-12-04,Added Sugars,14.741752025,g
2024-12-04,Carbs,16.159228181250004,g
2024-12-04,Fats,0.2409709465625,g
2024-12-04,Protein,0.36854380062500003,g
2024-12-04,Fiber,3.4019427749999998,g
2024-12-04,Carbohydrates,19.561170956250002,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,1.41747615625,mg
2024-12-04,Calories,396,Cals
2024-12-04,Added Sugars,79.352,g
2024-12-04,Carbs,86.982,g
2024-12-04,Fats,1.2971000000000001,g
2024-12-04,Protein,1.9838,g
2024-12-04,Fiber,18.311999999999998,g
2024-12-04,Carbohydrates,105.294,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,7.63,mg
2024-12-04,Calories,5,Cals
2024-12-04,Added Sugars,1.04,g
2024-12-04,Carbs,1.1400000000000001,g
2024-12-04,Fats,0.017,g
2024-12-04,Protein,0.026000000000000002,g
2024-12-04,Fiber,0.24,g
2024-12-04,Carbohydrates,1.3800000000000001,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,0.1,mg
2024-12-04,Calories,646,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,44.7922465375,g
2024-12-04,Protein,56.69904625,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,175.76704337500001,mg
2024-12-04,Sodium,99.2233309375,mg
2024-12-04,Calories,5255,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,364.19000000000005,g
2024-12-04,Protein,461.0,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,1429.1000000000001,mg
2024-12-04,Sodium,806.75,mg
2024-12-04,Calories,6,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,0.474,g
2024-12-04,Protein,0.6,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,1.8599999999999999,mg
2024-12-04,Sodium,1.05,mg
2024-12-04,Calories,34,Cals
2024-12-04,Added Sugars,2.863301835625,g
2024-12-04,Carbs,2.7215542200000002,g
2024-12-04,Fats,1.8427190031250003,g
2024-12-04,Protein,1.7860199568750001,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,2.7215542200000002,g
2024-12-04,Cholesterol,5.669904625000001,mg
2024-12-04,Sodium,24.380589887500005,mg
2024-12-04,Calories,1041,Cals
2024-12-04,Added Sugars,86.254,g
2024-12-04,Carbs,81.98400000000001,g
2024-12-04,Fats,55.510000000000005,g
2024-12-04,Protein,53.80200000000001,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,81.98400000000001,g
2024-12-04,Cholesterol,170.8,mg
2024-12-04,Sodium,734.44,mg
2024-12-04,Calories,0,Cals
2024-12-04,Added Sugars,0.050499999999999996,g
2024-12-04,Carbs,0.048,g
2024-12-04,Fats,0.0325,g
2024-12-04,Protein,0.0315,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.048,g
2024-12-04,Cholesterol,0.1,mg
2024-12-04,Sodium,0.43,mg
2024-12-04,Calories,136,Cals
2024-12-04,Added Sugars,31.071077345000003,g
2024-12-04,Carbs,30.390688790000006,g
2024-12-04,Fats,0.8618255030000002,g
2024-12-04,Protein,1.859728717,g
2024-12-04,Fiber,3.6287389600000006,g
2024-12-04,Carbohydrates,34.019427750000006,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,2.2679618500000003,mg
2024-12-04,Calories,198,Cals
2024-12-04,Added Sugars,45.21,g
2024-12-04,Carbs,44.220000000000006,g
2024-12-04,Fats,1.2540000000000002,g
2024-12-04,Protein,2.706,g
2024-12-04,Fiber,5.280000000000001,g
2024-12-04,Carbohydrates,49.50000000000001,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,3.3000000000000003,mg
2024-12-04,Calories,0,Cals
2024-12-04,Added Sugars,0.13699999999999998,g
2024-12-04,Carbs,0.134,g
2024-12-04,Fats,0.0038,g
2024-12-04,Protein,0.008199999999999999,g
2024-12-04,Fiber,0.016,g
2024-12-04,Carbohydrates,0.15,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,0.01,mg
2024-12-04,Calories,40,Cals
2024-12-04,Added Sugars,0.1048932355625,g
2024-12-04,Carbs,0.2041165665,g
2024-12-04,Fats,2.6960396491875,g
2024-12-04,Protein,3.5720399137500003,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.2041165665,g
2024-12-04,Cholesterol,105.46022602500001,mg
2024-12-04,Sodium,40.25632283750001,mg
2024-12-04,Calories,3127,Cals
2024-12-04,Added Sugars,8.0919,g
2024-12-04,Carbs,15.7464,g
2024-12-04,Fats,207.9837,g
2024-12-04,Protein,275.562,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,15.7464,g
2024-12-04,Cholesterol,8135.64,mg
2024-12-04,Sodium,3105.54,mg
2024-12-04,Calories,12,Cals
2024-12-04,Added Sugars,0.033299999999999996,g
2024-12-04,Carbs,0.0648,g
2024-12-04,Fats,0.8559,g
2024-12-04,Protein,1.134,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0648,g
2024-12-04,Cholesterol,33.48,mg
2024-12-04,Sodium,12.78,mg
2024-12-04,Calories,764,Cals
2024-12-04,Added Sugars,25.627968905000003,g
2024-12-04,Carbs,157.85014476000003,g
2024-12-04,Fats,3.401942775,g
2024-12-04,Protein,24.947580350000003,g
2024-12-04,Fiber,26.761949830000006,g
2024-12-04,Carbohydrates,184.61209459000003,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,659.97689835,mg
2024-12-04,Calories,168,Cals
2024-12-04,Added Sugars,5.65,g
2024-12-04,Carbs,34.800000000000004,g
2024-12-04,Fats,0.75,g
2024-12-04,Protein,5.5,g
2024-12-04,Fiber,5.9,g
2024-12-04,Carbohydrates,40.7,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,145.5,mg
2024-12-04,Calories,26,Cals
2024-12-04,Added Sugars,0.904,g
2024-12-04,Carbs,5.5680000000000005,g
2024-12-04,Fats,0.12,g
2024-12-04,Protein,0.88,g
2024-12-04,Fiber,0.9440000000000001,g
2024-12-04,Carbohydrates,6.5120000000000005,g
2024-12-04,Cholesterol,0.0,g
2024-12-04,Sodium,23.28,mg
2024-12-04,Calories,365,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,25.684667951250002,g
2024-12-04,Protein,31.638067807500004,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,127.57285406250001,mg
2024-12-04,Sodium,119.067997125,mg
2024-12-04,Calories,1505,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,105.7,g
2024-12-04,Protein,130.20000000000002,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,525.0,mg
2024-12-04,Sodium,490.0,mg
2024-12-04,Calories,21,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,1.51,g
2024-12-04,Protein,1.8600000000000003,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,7.5,mg
2024-12-04,Sodium,7.0,mg
2024-12-04,Calories,117,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,7.5976721975000014,g
2024-12-04,Protein,11.566605435000001,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,31.184475437500005,mg
2024-12-04,Sodium,33.452437287500004,mg
2024-12-04,Calories,3294,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,212.256,g
2024-12-04,Protein,323.13599999999997,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,871.2,mg
2024-12-04,Sodium,934.56,mg
2024-12-04,Calories,4,Cals
2024-12-04,Added Sugars,0.0,g
2024-12-04,Carbs,0,g
2024-12-04,Fats,0.268,g
2024-12-04,Protein,0.408,g
2024-12-04,Fiber,0.0,g
2024-12-04,Carbohydrates,0.0,g
2024-12-04,Cholesterol,1.1,mg
2024-12-04,Sodium,1.18,mg
